Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
1,0,1,0.0,6.0,0.0,1,0,3.0,1,2,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,315.5,0,0,0,0,2,0.5788431061806656,0,1
1,0,2,0.0,7.0,0.0,1,0,2.0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.09090909090909,0,0,0,0,0,0.0,0,0
1,0,3,1.0,9.0,2.0,1,0,-1.0,0,6,6,0,5,5,0,0,1,3,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,353.6,0,0,0,0,0,0.0,0,0
1,1,6,0.0,2.0,2.0,0,3,-1.0,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.75,0,0,0,0,1,2.0,0,1
1,1,1,0.0,6.0,-1.0,1,3,2.0,2,2,2,0,4,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,0.0,5.0,2.0,1,1,-1.0,2,3,6,0,0,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28.7,0,0,0,0,0,0.0,0,0
1,1,0,0.0,10.0,2.0,2,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,89.0,0,0,0,0,2,0.9119850187265918,0,1
0,1,6,-1.0,2.0,2.0,1,0,0.0,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,62.42857142857143,0,0,0,0,1,0.835812356979405,1,1
1,0,0,0.0,7.0,1.0,0,0,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,2,0,7.388429752066116,1,0,0,0,1,1.225671140939597,1,1
1,1,1,1.0,5.0,2.0,1,1,3.0,2,6,5,0,2,2,0,0,1,2,0,1,1,0,0,1,0,1,0,1,0,1,4,0,0,1,53.85714285714285,0,0,1,0,0,0.0,0,0
1,0,2,0.0,8.0,0.0,0,2,1.0,0,4,3,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,0.0,6.0,0.0,2,0,-1.0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,89.66666666666667,0,0,0,0,0,0.0,0,1
1,0,6,0.0,2.0,2.0,1,0,2.0,0,3,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,219.0,0,0,0,0,1,0.833904109589041,0,1
1,1,5,0.0,2.0,2.0,0,3,-1.0,2,3,5,0,0,3,0,1,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13.33333333333333,0,0,0,0,2,1.0,0,1
1,0,1,0.0,6.0,0.0,2,3,-1.0,2,3,6,1,0,5,1,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,0,0.0,9.0,1.0,2,0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,149.0,0,0,0,0,0,0.0,0,0
1,0,2,0.0,4.0,2.0,2,0,3.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,179.5,0,0,0,0,2,2.034818941504178,0,1
1,1,0,0.0,6.0,0.0,0,3,-1.0,2,3,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,59.66666666666666,0,0,0,0,1,1.0,0,1
1,1,3,0.0,4.0,2.0,0,3,1.0,2,5,4,0,0,5,0,1,0,2,0,0,2,0,0,1,0,0,0,1,0,0,1,10,0,0,7.559055118110236,0,0,1,1,2,0.38046875,0,1
1,0,0,0.0,6.0,-1.0,2,0,0.0,2,7,1,1,1,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,49.125,0,0,0,0,1,0.9293893129770991,0,0
1,1,1,0.0,5.0,2.0,0,3,-1.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,1
1,0,0,0.0,6.0,0.0,2,0,2.0,0,3,1,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,110.25,0,0,0,0,0,0.0,1,1
1,0,2,0.0,5.0,2.0,2,1,3.0,0,8,6,3,3,0,1,1,1,4,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2,37.0,1,0,0,0,1,1.0,0,0
0,0,4,-1.0,3.0,2.0,0,0,-1.0,0,3,1,0,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,1,20.60714285714286,0,0,0,0,2,1.899046793760832,0,1
1,0,3,0.0,3.0,2.0,0,3,-1.0,2,4,2,1,1,3,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,23.26315789473684,0,0,0,0,1,0.8263574660633484,0,1
1,0,1,0.0,7.0,2.0,0,2,0.0,2,5,3,0,1,3,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,0,6,1,0,38.1,0,0,0,0,1,1.917322834645669,0,1
1,1,4,0.0,5.0,2.0,2,3,0.0,0,4,0,0,3,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,1.0,5.0,2.0,0,3,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,339.5,1,0,0,0,0,0.0,0,0
1,0,3,0.0,4.0,2.0,1,3,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,63.16666666666666,0,0,0,0,2,1.445580474934037,1,1
0,1,4,-1.0,5.0,2.0,1,1,0.0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,1,15.41176470588235,1,0,1,0,0,0.0,0,0
1,0,1,0.0,9.0,1.0,1,0,3.0,2,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,7,3,1,22.0625,1,0,0,0,1,3.0,0,0
1,0,6,0.0,2.0,2.0,1,3,2.0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.5,0,0,0,0,1,1.0,1,1
1,0,0,0.0,6.0,1.0,0,3,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,9,1,1,16.82666666666667,0,0,0,0,1,2.894215530903328,1,1
1,1,3,0.0,6.0,2.0,0,3,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,28.25,0,0,0,0,0,0.0,1,1
1,0,2,0.0,6.0,0.0,0,0,2.0,2,3,4,0,3,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,2,0.0,4.0,2.0,0,3,0.0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,10,2,0,46.38461538461539,0,0,0,0,1,0.6057213930348259,0,1
1,0,0,1.0,9.0,1.0,2,0,3.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,2,1,108.6666666666667,1,0,0,0,0,0.0,0,0
1,0,4,0.0,2.0,2.0,0,0,-1.0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,157.3333333333333,0,0,0,0,2,0.7738347457627118,1,1
0,1,0,-1.0,7.0,0.0,1,2,1.0,2,1,6,0,3,1,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,2,10,3,0,26.21052631578947,0,0,1,0,1,0.733433734939759,0,0
1,1,2,0.0,8.0,0.0,1,2,0.0,2,5,4,3,2,1,1,0,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,0,0,0.0,8.0,0.0,1,0,0.0,2,3,1,0,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,56.09090909090909,0,0,0,0,1,2.367909238249595,0,1
1,1,0,1.0,9.0,2.0,1,0,2.0,1,5,0,0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,10,2,3,33.6,1,0,0,0,1,1.0,0,0
1,0,0,0.0,8.0,2.0,2,1,3.0,1,2,5,1,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,77.4,1,0,0,0,0,0.0,0,0
1,0,1,1.0,8.0,2.0,1,0,2.0,0,1,3,1,2,1,1,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.705521472392638,1,0,0,1,0,0.0,1,0
1,0,1,0.0,7.0,2.0,1,1,3.0,0,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,2.985694822888283,0,1
1,0,1,1.0,1.0,2.0,2,0,2.0,0,5,4,1,5,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,28.7,1,0,0,0,0,0.0,0,0
1,1,0,0.0,7.0,2.0,1,0,-1.0,2,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36.8,0,0,0,0,2,2.977581521739131,1,1
1,0,1,0.0,5.0,2.0,0,3,0.0,2,4,2,2,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,45.44,0,0,0,0,1,0.9645686619718308,0,0
1,0,6,0.0,1.0,2.0,0,3,-1.0,3,8,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,65.33333333333333,1,0,0,0,1,0.9317602040816326,1,0
1,0,2,0.0,4.0,2.0,0,0,-1.0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,192.8,0,0,0,0,1,0.3788900414937759,0,1
1,0,0,0.0,5.0,2.0,0,3,1.0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,0,0,0,0,1,0.5968137254901961,1,1
1,0,4,0.0,1.0,2.0,0,3,-1.0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,122.25,0,0,0,1,1,0.448159509202454,0,1
1,1,2,0.0,4.0,1.0,0,0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,117.2,0,0,0,0,1,0.2077645051194539,0,1
1,0,1,1.0,1.0,2.0,2,3,-1.0,2,5,1,0,4,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.95238095238095,0,0,0,0,1,0.7408722109533469,1,0
1,0,3,0.0,4.0,2.0,2,1,1.0,2,7,4,2,0,4,0,1,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46.75,0,0,0,0,2,1.302139037433155,0,1
1,1,0,0.0,7.0,0.0,1,0,0.0,2,2,2,1,0,1,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,10,0,1,24.42105263157895,0,0,0,0,2,2.361530172413793,0,0
1,0,1,0.0,5.0,2.0,2,1,-1.0,2,2,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.6,1,0,0,0,2,1.985054347826087,0,0
1,1,1,0.0,6.0,0.0,1,3,2.0,0,1,3,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,22.54166666666667,0,0,0,0,1,0.6751386321626618,0,0
1,0,4,0.0,4.0,2.0,1,2,-1.0,1,5,3,1,1,3,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,55.42481203007519,0,0,0,0,0,0.6352173913043477,0,1
1,1,2,0.0,5.0,2.0,1,0,-1.0,2,3,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.4256993006993007,0,0
1,1,6,0.0,5.0,1.0,0,2,2.0,1,4,1,0,4,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,7,0,2,21.78333333333333,0,0,0,0,1,0.2794567712318286,0,1
1,0,2,0.0,3.0,2.0,1,0,1.0,2,5,5,0,1,3,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,9.111111111111112,0,0,0,0,0,0.0,0,0
1,1,0,0.0,7.0,0.0,1,0,2.0,2,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,10,3,2,15.90909090909091,0,0,1,0,2,1.565357142857143,0,1
1,0,0,0.0,5.0,2.0,2,2,-1.0,2,1,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,0,65.16666666666667,0,0,0,1,1,0.9341432225063938,0,0
1,0,3,0.0,4.0,2.0,0,0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,61.2,0,0,0,1,1,0.3978758169934641,0,1
1,0,4,0.0,1.0,2.0,0,3,-1.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75.05882352941177,0,0,0,0,1,0.2862460815047022,0,1
1,1,4,0.0,1.0,2.0,0,3,-1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,444.6666666666667,0,0,0,0,1,0.8214017991004499,0,1
1,0,0,1.0,9.0,1.0,2,2,2.0,0,1,2,2,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,4,6,1,0,6.911111111111111,1,0,0,1,1,0.7046623794212218,1,1
1,1,3,0.0,4.0,2.0,1,1,3.0,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,3,23.86363636363636,0,0,0,0,2,2.087142857142857,0,1
1,0,3,0.0,5.0,2.0,0,1,-1.0,0,3,1,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32.53571428571428,1,0,0,0,1,0.4009330406147091,0,1
1,1,6,0.0,2.0,2.0,0,2,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,241.5,0,0,0,0,0,0.0,1,1
1,1,6,0.0,6.0,0.0,1,0,2.0,0,5,2,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.3860993657505286,0,0
1,1,6,0.0,2.0,2.0,1,2,0.0,2,2,6,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,6.333333333333333,0,0,0,0,0,0.0,0,1
1,1,3,0.0,6.0,2.0,2,3,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,155.2,0,0,0,0,0,0.0,0,1
1,1,3,0.0,5.0,2.0,1,2,3.0,1,1,5,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,132.0,0,0,0,0,0,0.0,0,1
1,0,2,0.0,5.0,2.0,1,2,0.0,2,1,6,0,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,1,0
0,1,2,-1.0,4.0,2.0,0,1,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.3923200859291085,0,1
1,1,1,0.0,8.0,0.0,1,1,0.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,28.23809523809524,1,0,0,0,1,0.6159359190556493,0,1
1,0,1,0.0,9.0,1.0,1,3,0.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,3,0,79.0,1,0,0,0,0,0.0,0,0
0,1,2,-1.0,7.0,0.0,1,0,0.0,2,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,10,0,2,90.25,1,0,1,1,1,0.3372576177285319,0,0
1,1,1,0.0,6.0,0.0,0,3,2.0,2,1,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.625,0,0,0,0,2,1.43516699410609,0,1
0,1,2,-1.0,9.0,2.0,1,0,0.0,2,2,2,0,1,2,0,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,6,1,0,26.85,0,0,0,0,1,1.360335195530726,0,0
1,1,0,0.0,7.0,0.0,2,3,2.0,2,5,6,3,3,1,1,0,0,4,1,1,1,0,0,1,0,1,0,1,1,1,4,0,0,1,33.66666666666666,0,0,0,0,0,0.0,0,0
0,0,2,-1.0,4.0,2.0,1,0,-1.0,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10,0,0,263.0,0,0,0,0,1,1.388783269961977,0,1
1,0,0,1.0,7.0,0.0,2,0,-1.0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,38.07142857142857,0,0,0,0,1,1.370544090056285,0,1
0,0,1,-1.0,1.0,2.0,0,3,-1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,45.41379310344828,1,1,1,0,2,0.8320045558086561,0,1
0,1,4,-1.0,6.0,0.0,2,0,0.0,2,4,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,0,14.0,0,0,0,0,0,0.0,0,1
1,0,1,1.0,5.0,2.0,2,1,3.0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,266.5,1,0,0,0,0,0.0,0,0
1,1,0,0.0,8.0,2.0,0,0,0.0,2,2,5,0,0,3,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25.07692307692308,1,0,0,0,1,1.0,0,1
1,1,0,1.0,6.0,2.0,2,3,-1.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,157.0,0,0,0,0,0,0.0,0,0
1,1,0,1.0,7.0,0.0,2,0,3.0,2,2,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,37.3,0,0,0,0,0,0.0,0,0
1,0,3,0.0,5.0,2.0,1,3,-1.0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,203.6,1,0,0,0,1,0.1793958742632613,0,0
1,0,2,0.0,6.0,0.0,1,0,0.0,2,3,1,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,0,0,4.96551724137931,0,0,0,0,0,0.0,0,1
0,1,0,-1.0,4.0,2.0,2,0,2.0,2,2,3,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,1.0,7.0,2.0,0,0,3.0,2,4,5,1,3,2,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,5,0,0,36.6,1,0,1,0,1,0.9979508196721312,0,1
1,1,0,1.0,7.0,0.0,2,1,2.0,2,3,1,1,1,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,2,1.0,0,0
1,1,2,0.0,8.0,0.0,2,1,0.0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,37.8,0,0,0,0,0,0.0,0,0
0,0,0,-1.0,7.0,1.0,2,0,3.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,121.0,0,0,0,0,0,0.0,0,0
1,0,0,1.0,10.0,1.0,1,3,2.0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
0,1,0,-1.0,9.0,1.0,1,2,-1.0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,3,26.42857142857143,0,0,0,0,0,0.0,1,0
1,1,1,1.0,6.0,2.0,0,1,0.0,2,2,2,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,10,2,1,27.1,1,0,1,0,0,0.0,0,0
1,0,2,0.0,4.0,2.0,2,3,-1.0,2,3,5,3,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,55.42481203007519,0,0,0,0,1,0.808075221238938,1,1
1,0,1,0.0,5.0,2.0,2,0,2.0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.72222222222222,0,0,0,0,0,0.0,0,1
1,1,1,0.0,5.0,2.0,1,0,2.0,2,4,6,2,3,2,1,0,0,4,1,0,1,0,0,1,1,1,0,1,0,1,4,10,3,3,12.79166666666667,1,1,1,1,1,1.0,0,0
1,1,1,0.0,6.0,0.0,1,2,0.0,2,2,6,1,0,1,0,1,0,3,1,0,1,0,0,1,0,1,0,0,0,0,3,6,0,1,74.2,0,0,0,0,0,0.0,0,0
0,1,6,-1.0,2.0,2.0,0,1,1.0,0,5,1,1,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,1,1,0.0,6.0,0.0,0,0,0.0,2,1,3,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,158.8,0,0,0,0,1,0.9200251889168766,0,0
1,0,0,1.0,6.0,0.0,1,0,0.0,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,52.0,1,0,0,0,1,2.0,0,0
1,0,4,0.0,6.0,1.0,0,3,3.0,0,6,6,3,3,1,1,0,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,9,0,0,11.5,1,0,0,0,2,1.764492753623188,0,1
1,1,1,1.0,10.0,1.0,1,0,2.0,2,4,4,0,5,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,6,0,1,34.33333333333334,1,0,0,0,1,0.5910194174757282,0,0
1,0,0,1.0,6.0,0.0,2,0,-1.0,2,5,5,0,5,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186.5,1,0,0,0,0,0.0,0,1
1,1,2,0.0,4.0,2.0,2,1,1.0,2,9,6,1,3,2,0,0,3,3,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,155.6666666666667,1,0,0,0,0,0.0,0,0
1,1,2,0.0,9.0,1.0,1,2,2.0,0,4,4,0,1,3,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,24.88235294117647,0,0,0,0,0,0.0,0,1
1,1,3,0.0,3.0,2.0,0,3,2.0,2,2,4,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,1,5,0.0,2.0,2.0,2,3,-1.0,2,6,6,1,5,2,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,10,2,2,32.6,0,1,0,0,1,0.7469325153374232,1,0
0,1,6,-1.0,2.0,2.0,1,2,1.0,2,1,6,0,3,0,0,0,0,4,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,55.42481203007519,0,0,0,0,1,0.8062913907284769,1,0
1,1,1,0.0,6.0,0.0,2,1,-1.0,2,4,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,0,26.5,1,0,0,0,1,0.861438679245283,0,0
1,1,5,0.0,4.0,2.0,1,3,0.0,0,4,6,1,0,3,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,39.91666666666666,0,0,0,0,1,0.7625260960334029,0,1
1,0,3,0.0,3.0,2.0,1,0,-1.0,2,7,6,2,4,5,0,1,1,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,105.3636363636364,0,0,0,0,1,0.3151423641069888,1,1
1,0,0,1.0,9.0,1.0,2,3,2.0,2,2,2,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,0,0.0,0,0
0,1,1,-1.0,9.0,1.0,2,1,1.0,2,5,4,0,4,1,1,1,0,4,1,2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,99.0,1,0,1,0,0,0.0,0,0
1,1,0,0.0,10.0,1.0,1,2,-1.0,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,8,3,0,15.375,1,0,1,1,0,0.0,0,0
1,0,3,1.0,3.0,2.0,1,3,-1.0,2,5,4,1,1,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,3,7.076923076923077,1,1,0,0,2,1.0,0,0
1,1,6,0.0,2.0,2.0,1,2,0.0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,121.75,0,0,0,0,0,0.0,0,0
1,0,2,0.0,5.0,2.0,1,2,3.0,0,2,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,0,0,0.0,8.0,2.0,2,0,3.0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,55.42481203007519,0,0,0,0,0,0.0,0,0
1,1,1,0.0,5.0,2.0,2,0,-1.0,2,2,6,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,22.2,0,0,0,0,0,0.0,1,0
1,1,4,0.0,6.0,0.0,1,2,2.0,0,6,3,3,1,2,1,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,236.4,0,0,0,0,1,0.309010152284264,0,0
